Name,Score
C1orf52,1499.347734388017
SCN3B,1499.2164094940258
USP10,1499.13784565399
NEFL,1498.8493607945034
MTMR6,1497.585960146025
NDUFS2,1497.4562006823335
TMEFF1,1497.1406853211772
ALCAM,1497.1151715455956
SPOCK3,1496.9563499409967
C1orf204,1496.902322831328
TMTC4,1496.8458822602668
XRCC6,1496.7781865222503
OPN3,1496.6976703001255
PREP,1496.5339503462817
SV2B,1496.035367835029
NDUFV1,1496.0327953411495
PAK1,1495.6663684144842
MRPS18C,1495.5895329999119
CRISPLD1,1495.1860538523006
FEN1,1495.1201033083548
FAM84A,1494.048116631559
RG9MTD3,1493.2521914562838
ATP5F1,1493.1208020346887
PICALM,1492.739630327049
GTF2H3,1492.6554663800157
GPR158,1491.6019734950912
KCNJ9,1491.5362735965264
TSPAN5,1491.2313137787417
RPE65,1491.1351017055404
DNM1L,1490.2176839536244
DLG3,1490.0766392710875
EML1,1489.8464758489008
LDB2,1489.553401857977
RP3-398D13.1,1489.4210908524747
ARHGEF9,1489.3064218382108
RTCD1,1488.436396554396
FAM13C1,1488.399726576637
CRHBP,1488.3281630279641
C9orf123,1487.9877930183447
SORL1,1487.9678226358694
KLHL22,1487.7658348213688
CCDC91,1487.6676051657546
KIAA1815,1487.197399236002
UBE2NL,1486.8443450570298
ARF1P1,1486.324720234525
CADPS2,1486.2062566936377
PDHB,1485.99607138178
AP1S2,1485.8726566894602
PDE8A,1485.5329200015894
NETO2,1485.4280529737741
TMEM144,1484.1453500266991
ARPC3,1484.0849197219818
PRKAR2B,1484.037320678678
ACAT1,1483.8780945542323
LONRF2,1483.596470870921
MORF4,1483.4604503122375
EPS15,1483.3983244645824
PCMT1,1483.0912428860631
SDHB,1483.0836423822548
PLCL1,1482.9738484507077
C20orf172,1482.7646594911112
ALAS1,1482.0455012267248
ZMYND11,1481.5597167868239
C4orf16,1481.0907433822845
TMEM41B,1481.0906554060177
STMN1,1480.7784119431276
ZFPM2,1480.0335621422769
LNX1,1479.9211781843198
DEFA6,1479.7899498968472
DYNC1LI1,1479.7011237950544
NKIRAS1,1479.488282254857
TMCC1,1479.3493266024639
LRRC49,1478.8473536836764
SRPK1,1478.7773158995963
PSMD8,1478.4531296124417
DDN,1478.3983407695778
HDHD2,1477.6020094535434
C9orf4,1477.5924235771695
C20orf103,1477.317689411452
TNNI3K,1477.1950874474635
FGF14,1476.9181233166069
C12orf29,1476.485698324316
TMEM65,1475.7431619150914
TOMM20,1475.3379915082608
DDOST,1474.4586010002326
MAP7,1473.9068610221454
IRS2,1473.6229903541382
UNC5D,1473.6131636938148
DYNLT3,1473.2911143573938
ZNF569,1472.733810325738
HECW2,1471.8886010824276
NUDT11,1471.615698764521
XKR4,1471.405731991603
SGIP1,1471.2658056880703
CHN2,1470.8015100493474
KCTD1,1470.7645471635778
GABRG2,1470.6715891989857
ABHD10,1470.4567392141241
PDE4B,1470.4364302147005
XPOT,1470.3204112794092
VDAC3,1469.9753527503203
MLSTD1,1469.8343895345672
UBE2V2,1469.7232927621712
NOLC1,1469.5340141781548
COQ3,1469.406344875589
DAK,1469.3780650047502
FZD3,1469.29057778666
WASL,1469.2163635904117
PDHX,1468.839546691034
RCN2,1468.2191363482127
KLF9,1467.8822031535938
PDCD11,1467.8545578925211
TM9SF2,1467.8544353618026
GDAP1,1467.8096678725146
BCAS2,1467.7013277269032
HNRPA3,1467.6593820119283
NR3C2,1467.621751141624
OXGR1,1467.5387095595515
IDH3A,1467.3026920341263
OR4N5,1467.0425521121822
VPS35,1466.7724341608516
ASH2L,1466.270431891167
CRH,1466.1037779327028
HECW1,1465.9355425236613
SV2C,1465.8121237960509
LRRC40,1465.214994275852
MARK1,1465.1560686971516
PRPS2,1465.028478543287
PTPRM,1464.5642663222875
ACLY,1464.1357355879697
ZNF721,1464.0427272455552
PHYH2,1463.9280164333366
KLHL8,1463.3127102248998
NT5C3,1462.8329254198748
ENPP2,1462.5120209008517
ALG5,1461.5023498692628
APBB2,1461.0735243522322
CHI3L1,1461.037913629265
GRIA2,1460.8721909200722
ZC3H8,1460.7627253328003
GPRASP1,1460.7367678729272
TMEM1,1460.6111853120292
HMGCR,1460.0604591541617
BNIP3,1459.634424774457
C18orf50,1459.5244062074528
KCNJ3,1459.2839048988997
UBE1DC1,1459.0598034155898
QPCT,1459.0149880807035
B3GALT2,1458.619108866447
TLR10,1458.0886243573316
RNF148,1457.9947521324798
NIT2,1457.930177992954
TM6SF1,1457.8642966978252
MEPE,1457.592068895701
ZW10,1457.398647014684
HSD17B3,1456.7380915046176
LRRC47,1456.726241532398
TTLL11,1456.6968319041553
SFN,1456.6289828742829
FGF12,1456.3167529617106
ATG7,1456.3004419530666
IARS,1456.2773971790896
RGS17,1455.1736897902156
PSMC6,1454.8682334350635
PPP1R12A,1454.8072075231794
ANAPC7,1454.8026524814036
UBE2N,1454.756397193838
NUDT15,1454.5456746905577
C5orf22,1454.4828734270668
TBC1D20,1454.4763451845106
CMPK,1454.3452135319326
XK,1454.1775344470334
GUF1,1453.7554175961398
ST18,1453.5952140081017
TDRD5,1453.5570940670934
LHX5,1453.5524560080949
CD200,1453.4690342169597
DDX10,1453.4185540544042
C6orf120,1453.3798627624506
CCNB1,1452.8964247982635
DCTN2,1452.8615899701992
SMS,1452.8241880000112
NMU,1452.8066095106008
HDAC2,1452.7110237125628
LYZL2,1452.1587493071615
TBPL1,1452.1573800932567
GCLM,1452.085482182052
MDH2,1452.0019232479967
IGSF4D,1451.9541782727524
CABYR,1451.650812690083
ZNF658,1451.589867080844
TBC1D7,1451.3100167003124
ASPA,1451.1072604155388
CA10,1451.0780653025065
PPIF,1450.7547715651797
GCLC,1450.5822859810007
KBTBD7,1450.5465430114452
ATG12,1450.5204564308976
KIF2,1450.4708154544298
IQWD1,1450.2537193170836
CSNK2A1,1450.237248072643
DCK,1450.174516760539
IQCB1,1449.9290990878194
PPP1R2,1449.6792299379194
ECHDC1,1449.3534906192358
PAFAH1B1,1449.349183534425
SERAC1,1449.1348499066755
ENPP4,1448.79339100964
NME5,1448.4655490586904
C6orf105,1448.3932315548561
PPWD1,1448.3643889781047
ANK3,1448.2690123086102
SPSB3,1448.2613312936046
SH3GL2,1448.1743961163575
EIF4E3,1447.946365936539
NNT,1447.873114319455
WBSCR22,1447.8280301140155
PROSC,1447.536563869768
UBQLN4,1447.5189094740158
LZTR2,1447.4736994436898
RBM3,1447.4158834815732
CCDC53,1447.1172032593238
KIAA0774,1446.9855543269878
C11orf74,1446.788466838061
C1GALT1,1446.527967749318
UXS1,1445.8427639045879
PMPCB,1445.8211626963125
OVOL2,1445.7061547848255
SLC33A1,1445.685114526305
E2F3,1445.617824341151
SQLE,1445.6158898296871
GAB1,1445.4767111085612
FAM49B,1445.25156597821
FDPS,1444.9844849006445
SUMO1,1444.4277148152826
TMED2,1444.3533390520533
KLF7,1444.1990083285468
MDH1B,1444.1255352238059
ARMC1,1444.102182235461
DPP8,1443.7519194739402
NOL7,1443.7425886043575
FRMD4A,1443.7389928990792
DLG1,1443.6792591724757
VIP,1443.6333162024794
UGT8,1443.449808265331
MAGI1,1443.2573484766795
DNAJC6,1443.2257015828284
HS3ST4,1443.137489816477
C2orf29,1443.081478026511
ZNF251,1442.9856266437002
COPS5,1442.8729070164763
NHLRC1,1442.8024370735882
TSNAX,1442.3758416189155
TNPO3,1442.2936428110795
TPD52,1442.2509377901226
MCEE,1442.216344567662
RBBP5,1442.1335005945919
GPR155,1442.0320073523756
AQP1,1441.7959961719307
CAND1,1441.763170563371
ST8SIA1,1441.5187079870311
ISOC1,1440.8539044734266
CAMK4,1440.661138120797
CALB1,1440.5676147034603
TCERG1,1440.3457432836622
UQCRC1,1440.0433384161634
HSPB3,1439.749499209134
RAB2,1439.5962631747648
SLC25A27,1439.5607552543918
CAP2,1439.3573808132617
C6orf66,1439.1076423231614
SH3GL3,1439.0885846206177
ACOT4,1438.866498936449
KCNV1,1438.636032623446
VLDLR,1438.6261732871512
DUSP4,1438.4611215261689
RGS7,1438.4206951137455
PSMD6,1438.202300163053
CXADR,1438.1810022881748
ZNF75,1438.1014321580283
SYT11,1438.0589614926084
ZMYM4,1437.7630182183273
LGMN,1437.1200143355334
LMBRD1,1436.9597807795546
C4orf14,1436.9130250440835
RPS6KC1,1436.6859296602347
PSME4,1436.6474023044045
EEF1E1,1436.6022761581428
SPTLC2,1436.5849898695296
SERPINI1,1436.349783134695
EXOC8,1436.1129169312023
HSF2,1435.939240450355
STMN4,1435.687841753656
FAM45B,1435.5249561761573
RIMBP2,1435.4507135770643
HOOK1,1435.1907297582222
RAB1A,1435.1628326387818
C14orf161,1435.014443085014
TACC2,1434.9403366168835
PHF14,1434.8229276566076
DOPEY2,1434.8042449656193
MFSD4,1434.7584069700276
SERPINF1,1434.5054942461063
CUL4B,1434.4909325910182
MON2,1434.1859780788016
C20orf19,1434.0735318884572
FAIM2,1433.9479650728247
NUPL2,1433.9092093757117
MCM6,1433.8357110674958
FAM76B,1433.7261853213724
PDYN,1433.615532779843
MAPK6,1433.5316711919907
PNLIPRP2,1433.4750956968817
ATP8A2,1432.959426928652
GRPEL2,1432.6689567411718
MTIF2,1432.4146481006414
GPI,1432.3639924887004
CEP76,1432.2544785814032
RUFY3,1432.0341516670455
OSGEPL1,1431.94798798974
CCNDBP1,1431.1966146252553
KCTD8,1431.0772437965693
C5orf5,1431.0163230299268
SNORA66,1430.9132982634478
CYLD,1430.7310874573886
RAB11FIP2,1430.3307118168852
LBP,1430.1374996997665
MRPS30,1430.0533894525836
BTBD10,1429.9564548748908
C9orf91,1429.8879232100205
WDR23,1429.7227364438747
EXOSC8,1429.6566796133145
C4orf21,1429.5992468328677
HSPA4,1429.411757129373
ERP29,1429.4072381640335
HTR5A,1429.1512838641358
CDH18,1429.1384886925193
PTPLAD1,1429.0669609756985
NGFRAP1L1,1429.0630504289923
TMEM66,1428.8307763133037
PHLPPL,1428.5919975065622
MAPK9,1428.58973448105
RAB3C,1428.5294177524438
LRRC8B,1428.5156537642704
FGF7,1428.321883554853
PRPF8,1428.1569196550815
PRMT5,1427.9378474080816
UBE1C,1427.7903016417483
STOX2,1427.736395911361
PRKAG2,1427.685142967179
RQCD1,1427.6767507132024
IQCG,1427.613271019737
CLUL1,1427.5863375725237
C10orf22,1427.576033263853
MOG,1427.3495213429649
MECR,1426.8364344832607
TXK,1426.6376986643756
CEP170,1426.5471085185027
GGH,1426.3866912594435
KCNK1,1425.9382700498857
VDAC1,1425.870867568206
ARF6,1425.7654971193074
ZCCHC12,1425.53455990077
SMYD2,1425.4998680750123
NDEL1,1425.3489355347185
KLHL14,1425.2218816114719
PSMD10,1425.1635387007818
CDC40,1424.8898251979233
KCNJ6,1424.7031244207228
SBDSP,1424.5601527650056
SIAH2,1424.5300292158488
NQO2,1424.4373073651354
PGD,1424.372169805696
BTF3L4,1424.2534934321536
GBP1,1424.0717597825228
RPL26L1,1424.0705194907573
LRRC4C,1423.8916817715196
DCUN1D5,1423.6613435817237
UAP1,1423.659973005892
CUTC,1423.5790305809185
CACNA2D3,1423.5773928623971
ERICH1,1423.5458087240947
ELOVL4,1423.1290260713438
DUSP26,1423.1096246630764
UGCGL2,1422.9249305104952
CNOT7,1422.6886021712323
MED12L,1422.4606040087879
TCF8,1422.3565849984434
HECA,1422.2926417421859
ZDHHC21,1421.7630326686094
METTL2B,1421.7511088627311
ST8SIA3,1421.5378924832564
PJA2,1421.4804959867618
DDX18,1421.3703705633532
YEATS4,1421.2992139763535
BRMS1L,1421.2061750711848
PANK3,1421.1929951319278
ANLN,1420.9655303903958
GNAI1,1420.7835093339274
CHCHD7,1420.744653822072
CDH2,1420.6426446415803
IMPA1,1420.6397135880213
ZNF532,1420.3303139533866
MRPL18,1420.321295356642
DLEU7,1420.1121556874116
GOLT1A,1419.9856888593363
SVEP1,1419.9192118233682
IGSF22,1419.5509851815957
ASNSD1,1419.232359230832
CORT,1418.7273661055008
RP11-144G6.7,1418.6266159151653
GRPEL1,1418.619191206187
SERINC3,1418.565622229501
TUSC3,1418.4868472667338
PADI6,1418.4214447487377
KLHDC2,1418.3633230727296
USP13,1418.295132454286
CRK,1418.020029402569
C2orf4,1417.9927262085164
PRPF40B,1417.943887584593
MAGOH,1417.84924303888
C2orf25,1417.181417694433
CRLS1,1417.1758370241794
TYRO3,1417.1689720257637
TAC1,1417.1670458682675
ADCYAP1,1417.0662806143478
NPY1R,1416.973129272246
BLVRA,1416.7238908996455
CAPS2,1416.6474819951418
MAN2B2,1416.4484002030604
RANBP5,1416.4362340865953
RP11-50D16.3,1416.3630289782225
BZW1,1416.2357889937205
PHYH,1416.221575986914
C1orf173,1416.0389481824432
IPO9,1415.9560371099947
RABEP1,1415.712437084274
MTMR4,1415.4531968020344
STXBP5,1415.3977447370266
GPD1,1415.2653516184855
DDX1,1415.1792806853664
METTL6,1415.0016505460505
NELL2,1414.9586578863134
RACGAP1,1414.9208035661804
KIAA1715,1414.850081672326
CPOX,1414.7426474890792
PDF,1414.601213420079
H3F3B,1414.5790908460979
LRRC8D,1414.5434205335016
CACNB4,1414.5359056503944
KCNK2,1414.3347235773524
NCKAP1,1414.0872184261955
KIAA1324L,1414.0788252765303
SERPINA3,1413.9658700493558
KCNC1,1413.8090519822226
C9orf130,1413.7985088967341
OAT,1413.7754357070962
TXNDC10,1413.7359090950893
TMEM14A,1413.6391129871201
CDCA5,1413.5873055341826
MCCC1,1413.3821657378749
KCNH8,1413.3712597346262
GABBR2,1413.3608961986924
THUMPD1,1413.2181251132818
CEP72,1412.9521220482764
UBE2T,1412.9226736835112
GTF3C4,1412.4729878073165
TCEAL6,1412.3755726053118
BIRC6,1412.314693240814
MBIP,1412.284929502141
TTBK2,1412.2812933538996
DIXDC1,1411.9887514944605
CSTF2,1411.8418801081532
MED31,1411.8006822246211
PPP2R2A,1411.796421222624
GNB5,1411.6575082705035
TSPAN3,1411.6077089090124
MKL2,1411.599508327226
C3orf28,1411.4520220305833
SDCCAG8,1411.3073309555919
JAK2,1411.081898722113
CKS2,1410.957595273576
STK31,1410.8887629805083
REXO2,1410.7709145594577
CNTN5,1410.6224939829156
PIK3CA,1410.59309446191
FANCL,1410.5783325812324
MOAP1,1410.5292872005946
ZNF91,1410.4214463563128
AMY2B,1410.2236367690373
JPH1,1410.2130644533577
CLASP2,1409.9966162323142
DPY19L1,1409.8459474533188
COG8,1409.7525822061968
ANKRD32,1409.7234555597408
TMEM57,1409.4937497619512
ROBO2,1409.2982128657939
ZFYVE16,1409.2334274753578
C17orf80,1409.1515681150631
KIAA1468,1409.0810292817202
FBXL10,1409.0148234822038
MYOM2,1408.9433344860618
LZTFL1,1408.8598548258008
BECN1,1408.8469910332922
PCNP,1408.6418331960256
PRR4,1408.5429582185927
MRPS9,1408.5188076205868
SLC10A4,1408.4432336041464
TPST1,1408.4152495356661
RAP2A,1408.2247486581277
NUDT7,1408.0287897529681
USP28,1407.9874905708648
GMFB,1407.9431272926631
GPHN,1407.7828957579661
TRUB2,1407.7009314780125
RBM8A,1407.5965874442886
IFT57,1407.5519354566754
MAP3K9,1407.5385427220488
NR3C1,1407.4993558362025
GNAZ,1407.3771196820899
C1orf19,1407.2907765883942
NUP153,1407.257182508785
SRRM1,1407.2298840311344
SYNJ1,1407.0830247965444
STYK1,1406.8513657664753
ATOH7,1406.8292145854036
MORF4L2,1406.7917799997977
TUBGCP5,1406.7311984058529
SLC35B4,1406.6719615309407
KIAA1432,1406.5639996633108
NLGN4X,1406.3929510931025
CDC42SE2,1406.3918942351586
PCLO,1406.348271575754
FAM87A,1406.3074841562313
NANS,1406.300531406908
SNCA,1406.2869805020023
GABARAPL3,1406.1269731523585
HP1BP3,1406.1030526449379
KIAA0241,1406.0160611280103
HCCS,1405.9786246194726
KIAA1430,1405.7969605158542
KIAA1900,1405.6572041524184
NIPSNAP1,1405.647971844664
SFRS5,1405.5949636551024
CLCN3,1405.5595889323008
CBWD2,1405.2298705974308
SMARCE1,1405.2196392545932
GRM1,1405.1116099214562
SPATA22,1404.7930852757784
EIF2AK3,1404.7178330805052
GTF2B,1403.873836200597
KCNS2,1403.8565895880527
PEX11B,1403.756477150899
XKR6,1403.7194730197987
C3orf57,1403.6455931482897
SPAG6,1403.6071644295523
C2orf32,1403.490910375843
EXOSC1,1403.3330846320302
DYNC1I1,1403.2348603280004
C1orf71,1403.1594703838657
MAD2L1,1403.1565384555777
ARF4,1402.9430785795857
NRXN1,1402.7336332332866
BMP2,1402.7280972904034
CA14,1402.6551012707762
GLRB,1402.544429950747
OXA1L,1402.3513752786776
MBTPS2,1402.1853938143722
RBMX,1402.1245439087745
ADIPOR1,1401.9887317279067
H2AFZP2,1401.9587339686748
RNASEN,1401.9504229534637
TMEM118,1401.8968206216082
PPP1R14C,1401.718348405406
SLC2A3P1,1401.581507300362
VPS26A,1401.251031270676
C6orf65,1401.1026859731733
ASL,1401.0746575493963
C10orf35,1400.9138278068845
ROCK2,1400.882131798558
PDE1A,1400.8082054848521
NDN,1400.7880242107399
RP11-11C5.2,1400.5545720394866
FIGNL1,1400.4374978495
RSBN1L,1400.260747314902
PSMC2,1400.1416825856325
ZYG11B,1400.1026240338254
ENC1,1399.9409617837778
RPP40,1399.8346711618499
PDCD7,1399.778735653204
STAR,1399.730525767689
NECAP1,1399.6036273379739
ARMCX1,1399.5782077895465
PNMA1,1399.4081657875688
STAM,1399.3873369345413
HRB2,1399.2432020225185
C14orf129,1399.1803906291138
GPR120,1399.1586787930812
APRIN,1399.037296371149
MAN2A1,1398.9316377085
UBL4A,1398.9041200733584
ANKRD50,1398.8826936347343
REPS2,1398.7675062293035
SUCLG1,1398.7171365353029
TMEM69,1398.5133991964224
MYO9A,1398.4992563028418
ZNF334,1398.47977065597
FKBP3,1398.4506491541329
PLA2G4C,1398.4211645144126
PDHA2,1398.3841125824435
ZNF195,1398.31399544753
ZNF585B,1398.1396950131857
TMTC2,1398.0248077757328
MAP4K3,1398.0211868848312
SNAP91,1397.987735433296
C6orf117,1397.91445926124
SCGB1C1,1397.894440036786
ACTR3B,1397.8298666280139
ANKRD28,1397.7082483314728
AFG3L1,1397.602144308084
RP5-821D11.2,1397.5597643473477
ARL6IP2,1397.5042981100853
ME2,1397.4483411877475
YTHDC2,1397.2289973948375
FREM3,1397.1742606387988
NUBPL,1396.4677287138081
DOK4,1396.0788418287866
C6orf96,1395.990019928021
DNAJC12,1395.9860244058025
L2HGDH,1395.8876423381105
CENTG2,1395.7546254987528
CDKL1,1395.7286745824786
C8orf79,1395.5613586627596
VDAC2,1395.5584477115362
LRRC39,1395.5198232983641
GRIN2A,1395.4998887786196
CD47,1395.4871670086218
XPO7,1395.4490687115122
HNRPD,1395.3975797291014
ACTR6,1395.2431235582708
HISPPD2A,1395.065995700588
AP1S3,1394.8030716662493
VRK1,1394.7664825256195
UCHL3,1394.690291073493
CKAP4,1394.6762417782115
NPM1,1394.649829954154
TUBB2C,1394.575895732088
PTPRK,1394.3770909251025
NRG3,1394.2089419002516
SUSD5,1394.0408809299527
MED4,1394.016908118385
KPNB1,1394.0136619929303
HLF,1393.9668007271443
TPTE2,1393.9432825083022
C20orf177,1393.9212115262994
RTN4IP1,1393.8560683233143
TCEAL1,1393.7736658949539
AFMID,1393.4461787740597
NDUFA9,1393.423110281276
CX3CR1,1393.3921456310318
KIF21A,1393.2400133873412
FH,1393.2051375232527
SACM1L,1393.204323023676
KIAA0367,1393.1912735122905
FAM50B,1393.081034904259
NBEA,1392.8434985151991
DPM1,1392.7761574232895
ST3GAL6,1392.6136816148548
ETNK1,1392.56503818198
DDHD2,1392.5643881601054
C12orf24,1392.1609209516155
SOX2OT,1392.1170349894726
PEX19,1392.111350527423
C8orf33,1391.9067391036497
GABRA2,1391.8726584841766
SLC2A11,1391.659925574036
ATP6V1F,1391.5417728573668
RAD21,1391.4602792024252
SPATS2,1391.440651606466
RGS4,1391.3559671293026
ALS2CR8,1391.287256751334
NBN,1391.2865197597491
CHMP2B,1391.15325242358
STXBP6,1391.0709362269206
KBTBD2,1391.0317233627993
FRMPD2,1390.8918964546372
CRBN,1390.8295354496217
LTB4DH,1390.8267758546726
SCFD2,1390.712232676067
BRF2,1390.661000062982
SLC27A4,1390.6346095874724
PCP4,1390.566060913079
EIF2A,1390.4801044666492
SH3BP5,1390.4677278187858
HCN1,1390.4532042785083
C4orf20,1390.2536329492202
SCPEP1,1390.0529164602583
ACVR1C,1389.9875924036417
PRMT1,1389.8388393537166
TTC13,1389.7492086970253
TMEM111,1389.6886310403079
GRIN3A,1389.5510457382325
C10orf88,1389.5381346598347
GTF3A,1389.4869947938953
TUBB4,1389.477678729217
C6orf162,1389.3422096583763
RPP38,1389.2568243867631
CCL3,1389.1014046913083
ZNF239,1388.9835950362917
C8orf38,1388.900903972295
NPTX2,1388.7882504307772
PSMA2,1388.7014942208318
KCTD3,1388.612606672601
IK,1388.5455887991418
ZNF365,1388.5384556343108
NARS2,1388.391325322856
CHCHD3,1388.3621342771617
MARS,1388.2046106788362
ISG15,1388.1451126430015
TSGA14,1388.0804327875962
BAI3,1388.0081137325233
FAM80A,1387.8524948481938
UCHL5,1387.834199320312
CDC5L,1387.3416148024528
BET1,1387.121547241555
DMBT1,1387.0959281167477
RIMS2,1386.9483943928833
BAG1,1386.9454456758244
PGBD1,1386.7711056292994
KIAA0319,1386.5834283499746
NEK2,1386.5074530034844
TAF9,1386.3360171260788
GABRA1,1386.2322560715977
MPHOSPH6,1386.2034211549224
RG9MTD1,1386.0891753396204
OR12D2,1386.026506527629
LRP2,1385.9631776979609
FMR1,1385.962633599039
ZFP1,1385.6914610605304
UBR1,1385.6242305036506
SELE,1385.6238662111487
EAF1,1385.3709184236734
DGKI,1385.3586160737523
DCLRE1A,1385.3522576732187
GLMN,1385.3438166508386
SLC28A1,1385.2956218273553
ZNF675,1385.164952043347
CCT6A,1385.1454289104945
RELN,1385.0528327936115
C1orf165,1384.8255405221034
UQCRFS1,1384.6042764831761
GBE1,1384.4639483240844
SLN,1384.1206347644204
DUSP22,1383.978099258179
PEX7,1383.7951536139733
C6orf190,1383.6182035392799
MORF4L1,1383.610027118746
PSMB5,1383.2485540086404
GREM1,1383.175831399231
CREG2,1383.1389977924355
C14orf24,1383.108567784477
RP11-119E20.1,1382.8600475952219
OR2B11,1382.8433886463476
NCOR1,1382.5631961687102
SLC5A8,1382.503960202396
COL24A1,1382.3004088360142
GCC2,1382.2841266529538
ANKRD26,1382.2379233553313
OR2B3,1382.201129037159
MRPS10,1382.0053109402447
ZNF223,1381.8324444776674
PCM1,1381.8263612983828
MEF2C,1381.6788471081065
FAM3C,1381.4642492766834
LRRN6C,1381.1734843674485
RGS12,1381.1427508516322
OXNAD1,1381.1349276636274
CA4,1381.0339920911915
PTPDC1,1380.9593916623985
PKD1L2,1380.860944361518
MTF2,1380.770022962401
PFDN1,1380.5977734168969
ARMCX4,1380.5648153711345
RSN,1380.5244729607894
CDH8,1380.4977905910491
UGP2,1380.4703392662577
FAM81A,1380.4622997016402
C19orf30,1380.4507359661275
RSPRY1,1380.4420771078958
MTRF1L,1380.2959238795306
RORB,1380.2246400331364
DCP1A,1380.210320337734
UBE4A,1380.1957532033007
TRIM23,1380.0782523707733
PGGT1B,1379.9225924429284
KIAA0182,1379.7572219552374
ARPC5,1379.7510289376487
SNAPAP,1379.685823463544
C7orf16,1379.602402067747
PPP2CA,1379.3983131465884
GTF2A2,1379.370253146853
TM2D3,1379.3219436738032
VPS4B,1379.2515464373244
TTC9,1379.2408515296897
USP12,1379.2392804795245
EIF4A1,1379.0126829157434
DYM,1378.9990837488551
ATF6,1378.8702906082979
ASPHD2,1378.7640497021314
DLEU8,1378.7428480689025
C12orf43,1378.7255086645023
